"AT","V","AP","RH","y"
22.08,55.5,1018.42,58.46,455.79
10.27,52.75,1026.19,76.78,470.76
28.62,63.77,1012.82,55.77,441.97
28.6,71.22,1003.15,58.33,443.01
6.31,42.07,1004.61,77.74,483.27
13.32,43.22,1009.45,75.3,466.83
25.47,70.36,1005.79,77.73,437.02
13.56,40.03,1017.73,83.76,472.59
12.15,38.78,1013.34,95.05,474.15
18.04,44.85,1015.13,48.4,463.31
22.58,59.14,1017.2,80.91,439.78
27.99,71.64,1007.79,72.67,437.81
14.94,42.77,1018.06,75.35,460.51
9.49,40.69,1015.09,91.31,476.67
17.43,63.09,1019.87,92.77,449.36
8.68,39.61,1021.54,77.98,486.31
7.07,37.49,1010.35,87.19,481.58
17.28,65.94,1013.62,89.97,454.76
22.92,60.37,1007.05,89.94,438.86
29.12,67.83,1008.05,46.86,432.46
9.69,40.46,1019.1,71.91,472.16
19.39,60.1,1010.28,83.31,452.57
23.14,58.18,1008.89,81.82,444.51
13.98,44.58,1016.48,77.59,473.01
7.71,36.25,1027.92,89.84,481.74
11.48,44.6,1018.29,90.76,470.39
29,70.72,1009.51,67.72,437.55
25.54,61.08,1013.14,71.15,447.06
20.55,48.98,1016.1,63.89,452.52
22.74,61.02,1009.56,79.41,445.56
10.47,44.21,1017.87,85.34,476.02
15.77,41.79,1007.96,80.69,455.87
14.48,46.18,1015.83,92.15,462.3
17.57,43.7,1015.53,67.22,463.64
30.61,67.69,1004.97,47.46,429.8
6.03,41.17,1019.81,84.2,488.57
28.55,65.27,1013.34,48.95,437.62
16.01,49.64,1026.35,77.75,457.8
24.31,67.79,1010.64,76.15,444.72
26.92,51.43,1012.29,59.33,437.35
6.97,41.26,1010.6,96.88,484.71
27.28,78.92,1011.05,75.48,434.78
14.82,40,1016.32,66.3,458.46
14.73,39.82,1012.67,80.82,470.41
25.21,69.48,1010.99,75.27,436.02
29.08,66.54,1004.67,64.5,430.16
24.54,66.49,1011.1,69.14,437.38
20.68,68.61,1011.2,84.81,446.33
15.64,38.28,1014.39,76.93,466.51
9.76,39.16,1014.19,85.4,482.38
31.03,74.33,1011.55,63.45,429.35
25.1,43.77,1010.9,49.68,444.99
13.7,43.22,1012.01,71.57,463.99
21.75,67.45,1014.89,67.09,445.1
20.12,58.12,1015.47,79.38,453.33
5.04,40.64,1021.35,93.63,484.42
29.78,69.71,1008.96,67.46,434.33
31.38,68.27,1006.79,52.79,426.67
24.78,50.78,1008.81,62.97,443.98
17.46,42.42,1008.97,69.19,469.63
22.35,63.94,1010.32,93.02,443.9
28.59,68.08,1013.2,42.96,436.7
23.58,58.82,1009.68,81.38,445.01
15.85,49.69,1015.48,88.65,464.72
7.55,43.65,1019.09,61.71,481.61
30.85,70.94,1007.47,54.79,431.77
21.01,51.19,1008.44,81.49,446.2
20.24,56.65,1020.72,62.9,455.49
25.28,49.5,1013.95,52.79,454.01
26.58,62.39,1006.36,68.98,438.66
27.86,63.07,1011.11,56.81,440.48
27.77,63.87,1017.97,38.77,444.06
27.56,66.93,1016.81,55.59,444.1
12.93,38.73,1006.41,89.24,471.3
11.42,41.38,1021.98,60.19,479.23
21.67,60.84,1017.93,81.63,442.33
25.77,68.08,1010.99,73.58,433.46
27.03,71.14,1010.33,66.25,430.41
16.62,52.05,1011.96,67.81,457.89
13.64,43.71,1024.41,84.46,468.85
17.14,58.16,1018.59,77.22,458.61
27.69,73.91,1005.23,75.71,435.08
12.42,40.24,1016.59,90.01,469.59
24.31,58.62,1017.29,64.44,449.12
22.53,60.95,1015.12,75.1,449.43
14.67,71.14,1019.84,77.72,458.8
26.34,69.45,1013.87,54.15,438.5
8.55,36.25,1029.54,85.23,480.68
13.6,41.2,1015.92,85.05,467.42
14.86,37.85,1010.58,86.8,467.71
23.3,48.78,1018.17,75.36,441.08
21.4,68.28,1008.2,60.34,450.22
12.81,44.34,1015.55,90.37,474.03
27.3,57.19,1008.08,63.48,438.65
9.3,40.56,1022.64,76.14,479.87
29.85,68.24,1007.01,30.99,433.43
9.89,40.64,1020.59,98.35,478.13
10.67,40.56,1022.39,77.92,482.36
17.84,52.08,1006.65,100.09,450.67
24.41,69.48,1008.34,76.13,435.38
11.58,40.66,1017,97.13,466.42
16.97,50.9,1012.31,82.65,463.28
16.81,38.52,1018.26,75.21,459.01
21.73,50.32,1008.51,84.62,442.1
10.1,41.79,1019.36,78.07,474.09
22.54,61.27,1019.12,54.02,450.01
23.43,61.47,1007.84,87.11,448.01
10.06,37.83,1005.49,99.46,473.51
6.25,40.02,1032.14,80.22,481.38
16.45,41.48,1016.64,45.21,454.69
13.82,42.32,1016.32,81.19,463.06
15.75,39,1015.91,69.58,460.73
21.19,55.5,1019.83,65.22,455.93
24.01,65.46,1014.17,43.02,443.81
28.7,49.16,1004.42,36.51,439.45
26.21,65.12,1016.06,44.31,444.44
24.63,65.38,1010.43,40.68,446.23
15.67,38.62,1015.76,66.29,463.17
20.72,68.61,1011.25,87.1,447.89
30.31,70.36,1006.55,59.92,439.11
29.22,73.18,1012.22,64.91,430.57
27.88,63.87,1017.79,40,443.24
10.06,42.02,999.37,98.65,477.82
24.13,73.18,1012.62,91.52,436.22
20.3,48.41,1007.48,89.66,446.68
12.88,44.71,1018.73,51.95,469.12
32,73.17,1009.94,40.48,428.69
30.24,66.75,1017.95,55.66,435.02
20.6,65.12,1015.53,71.57,452.86
25.04,66.48,1004.12,63.01,433.83
5.09,42.85,1013.78,91.34,481.24
31.7,69.13,1000.29,46.27,427.95
10.72,41.38,1021.6,63.77,478.29
29.53,72.39,998.47,76.05,431.69
20.42,60.77,1017.65,87.07,447.85
13.07,45.51,1015.22,78.65,460.14
16.36,39.99,1008.91,72.48,462.5
18.15,45.01,1013.06,72.4,455.21
29.52,64.79,1017.53,44.83,439.6
26.23,70.72,1009.73,73.44,445.28
24.43,72.43,1008.03,85.56,434.71
8.43,40.6,1015.39,91.81,483.1
20.3,58.41,1014.05,86.38,451.74
27.45,66.25,1009.3,77.58,437.37
23.63,58.79,1017.2,67.68,442.86
23.2,73.17,1012,89.92,438.64
21.43,46.97,1013.94,61.25,457.68
26.85,73.77,1001.2,90.13,431.24
21.12,62.96,1020.83,69.96,454.65
14.01,42.74,1029.16,68.31,466.15
5.8,45.87,1009.14,92.06,481.6
24.82,66.54,1010,60.36,440.88
9.72,41.44,1015.17,84.41,481.85
13.3,50.59,1019.38,92.96,469.13
28.31,66.17,1009.75,72.66,444.51
15.14,44.21,1019.97,83.86,463.1
14.55,42.74,1027.29,66.64,457.77
11.45,40.8,1027.74,78.6,476.28
8.22,40.77,1009.11,95.61,480.38
17.82,56.89,1014.24,77.73,453.83
28.55,72.43,1007.2,65.82,430.06
24.57,49.82,1016.82,65.25,452.3
16.95,58.86,1015.96,87.8,453.2
25.14,67.32,1013.96,41.78,435.39
30.93,71.85,1008.63,58.47,427.82
5.12,40.78,1025.45,96.88,481.28
25.72,59.21,1012.37,66.62,437.72
13.68,45.08,1024.91,85.26,467.02
13.67,40.71,1016.19,66.15,467.62
30.96,64.44,1013.63,49.64,437.61
9.48,44.68,1023.29,92.9,478.66
9.14,42.44,1014.48,92.03,481.46
25.21,75.6,1017.19,69.84,445.84
26.06,54.5,1015.52,67.12,451.67
19.83,59.44,1012.98,91.24,446.15
10.95,40.81,1016.19,77.96,474.36
24.69,71.73,1010.13,70.54,436.78
11.21,40.75,1016.45,86.14,479.2
6.79,39.37,1019.79,72.39,487.3
9.86,43.56,1015.13,74.89,481.87
8.71,41.82,1033.08,74.53,477.94
18.97,44.85,1014.86,46.31,466.17
17.06,58.96,1013.83,73.95,461.15
20.45,59.8,1015.13,79.21,452.96
28.36,69.88,1007.75,84.17,434.03
28.08,73.17,1011.19,73.1,430.8
17.11,49.78,1007.25,100.09,453.22
18.31,52.9,1015.99,66.14,459.61
13.1,41.48,1009,87.41,460.34
19.48,63.09,1019.28,78.04,449.6
4.73,41.31,999.77,93.44,486.6
12.35,44.2,1017.81,82.49,471.65
18.42,60.1,1009.77,86.75,451.93
21.44,50.78,1008.87,87.56,443.3
9.54,41.17,1019.79,65.61,481.18
12.67,48.14,1017.41,83.63,463.68
18.36,53.16,1013.31,83.18,458.47
17.18,46,1002.74,100.1,454.02
29.16,73.17,1010.96,67.77,429.06
12.66,40.35,1011.37,82.77,473.11
9.53,41.44,1018.01,80.09,481.83
20.55,65.46,1013.87,58.09,448.83
20.05,42.48,1012.29,85.09,457.01
25.22,71.85,1009.78,68.96,438.71
16.44,43.96,1013.66,76.31,468.57
31.1,68.51,1012.99,54.3,428.68
24.2,68.67,1006.72,78.08,444.09
21.11,43.43,1010.1,62.62,447.83
7.76,37.7,1014.82,76.47,480.7
12.24,40.66,1017.4,96.22,464.7
15.35,35.4,1016.3,57.12,468.94
13.45,43.14,1015.5,74.33,474.1
18.64,43.79,1016.01,51.17,465.13
23.89,65.18,1012.46,78.29,438.97
27.78,77.17,1009.11,86.54,430.33
14.94,40,1017.69,65.43,456.41
20.51,42.23,1013.25,71.83,461.78
22.59,60.32,1016.84,78.58,447.17
23.74,63.9,1014.73,81.9,445.47
11.06,41.16,1018.52,89.14,467.46
22.21,61.5,1008.34,76.22,445.77
20.75,60.77,1017.91,86.06,448.58
14.6,42.32,1015.71,77.03,464.67
15.5,39.16,1016.24,78.13,469.52
8.37,40.92,1021.82,86.03,476.02
4.84,38.5,1011.96,81.62,491.23
24.41,56.9,1006.58,77.94,439.51
9.29,39.96,1026.2,97.55,473.51
19.11,50.16,1010.88,100.09,450.38
23.51,70.04,1011.02,81.39,435.78
21.99,51.19,1009.19,82.58,446.93
10.79,39.82,1012.89,88.25,479.92
10.44,37.83,1006.31,97.2,474.42
30.68,71.8,1010.81,61.4,435.4
16,43.02,1012.37,39.2,466.01
25.14,63.47,1012.58,70.27,443.93
24.34,48.78,1018,73.44,448.54
14.85,40.69,1014.91,72.64,469.3
26.45,47.43,1008.87,53.25,442.12
30.47,70.83,1010.91,46.94,444.39
29,75.33,1001.6,71.43,432.65
30.8,73.17,1010.51,51.93,432.24
19.05,62.96,1020.48,83.04,454.26
14.49,41.92,1030.3,56.62,463.81
23.37,63.87,1016.67,60.44,446.42
14.52,40.35,1011.11,69.84,470.8
28.7,71.64,1007.11,69.85,436.58
13.15,40.78,1024.13,79.59,462.3
26.88,59.21,1013.54,58.13,437.11
19.46,66.86,1012.74,66.2,454.89
25.88,69.13,1002.44,85.67,426.14
20.92,63.86,1020.49,72.98,449.09
16.22,46.36,1020.04,91.73,460.73
26.53,63.87,1017.38,48.53,445.11
12.77,40.71,1014.66,72.81,471.59
17.75,49.25,1020.86,63.67,454.41
31.4,71.06,1008.44,74.77,433.34
25.42,67.25,1017.92,68.61,439.43
16.61,45.87,1009.34,97.93,455.86
14.72,41.23,997.91,82.69,467.11
12.82,41.58,1020.37,81.06,464.07
8.64,34.69,1026.79,80.88,482.15
15.63,40.56,1018.68,59.44,472.15
22.57,68.3,1017.43,87.69,440.81
12.27,41.17,1019.41,58.1,475.13
34.63,74.33,1011.7,31.45,428.54
27.69,70.32,1012.2,82.27,432.57
5.33,39.33,1009.61,94.97,491.17
14.91,46.9,1019.59,98.1,461.73
9.77,41.44,1017.69,78.26,481.74
12.36,41.74,1020.58,69.24,477.16
16.9,44.88,1018.14,72.21,466.8
20.94,49.02,1008.91,87.32,448.18
8.58,40.72,1022.04,87.55,480.96
16.98,53.16,1013.95,82.8,458.93
27.16,56.85,1012.07,39.05,437.4
28.35,70.32,1009.22,47.13,427.21
18.35,57.76,1019.64,77.94,458.41
13.55,40.71,1019.13,75.44,467.21
17.03,47.83,1004.94,79.68,460.43
17.3,57.76,1016.26,87.74,455.75
20.85,59.21,1012.9,75.97,444.44
27.49,63.76,1010.09,62.8,436.73
12.19,41.17,1019.43,65.47,475.64
32.07,70.94,1006.91,49.9,432.33
26.38,69.88,1008.42,86.25,432.25
18.93,59.39,1013.92,68.78,450.14
16.57,43.7,1015.67,71.95,465.78
25.41,68.94,1007.21,69.2,436.95
11.21,39.85,1013.01,75.55,480.61
23.09,63.76,1009.82,72.36,443.86
12.28,40.55,1005.72,98.56,472.47
10.12,40,1021.33,95.29,476.03
17.76,40.55,1002.82,73.77,461.8
22.32,64.27,1014.35,82.98,446.62
12.58,39.72,1017.85,57.74,471.24
10.08,40.72,1022.7,67.3,480.8
23.97,68.67,1006.63,76.83,441.53
26.67,70.94,1007.7,56.56,439.13
26.75,64.79,1017.79,54.31,438.4
18.21,45,1022.86,48.84,467.54
13.69,43.22,1009.94,74.64,466.72
26.93,62.44,1011.02,70.05,435.11
30.87,67.32,1013.78,34.54,436.96
24.52,56.85,1012.59,54.47,438.89
12.29,40.71,1019.71,83.09,469.75
12.24,49.83,1007.9,94.28,466.83
29.72,54.2,1012.86,38.48,438.84
9.39,41.79,1021.6,50.09,473.73
15.73,38.73,1002.48,76.91,466.63
26.51,67.25,1017.85,64.17,435.52
12.57,41.79,1014.99,87.8,461.88
31.2,68.24,1005.71,34.84,428.67
31.38,71.32,1009.17,60.42,433.44
22.24,69.23,1011.83,79.37,441.9
23.13,61.47,1008.96,85.5,438.8
13.53,42.86,1014,90.63,471.73
29.24,60.23,1009.62,59.71,438.24
19.06,56.65,1020.82,82.14,455.7
14.56,40.89,1010.94,79.57,467.53
20.42,45.01,1012.23,66.5,451.28
27.55,73.68,1013.62,81.13,431.86
13.08,42.32,1016.63,83.72,462.41
21.44,62.96,1020.27,79.85,450.57
22.59,66.54,1005.11,92.62,436.69
15.66,41.7,1018,77,452.58
29.91,74.33,1013.22,39.76,430.26
21.99,42.48,1011.77,74.04,456.65
14.93,42.44,1012.65,86.8,471.24
19.22,65.06,1015.05,82.5,446.98
15.67,45.17,1018.73,94.74,462.09
30.56,71.98,1004.74,58.77,429.2
9.31,43.56,1015.09,79.96,482.55
14.56,41.76,1023.82,85.36,464.3
10.45,40.71,1015.68,81.48,469.22
22.66,68.3,1017.73,86.92,431.27
23.2,49.3,1003.4,79.77,440.75
9.06,40.02,1031.16,82.04,478.01
22.34,52.84,1004.05,73.96,449.06
22.32,70.47,1010.97,83.16,441.87
19.26,44.34,1019.45,51.32,467.72
10.08,43.14,1010.67,85.9,478.73
9.03,37.14,1012.79,76.27,478.95
24.47,70.94,1008.07,81.55,436.29
23.79,48.06,1012.92,60.03,447.59
25.07,56.85,1011.25,51.99,442.44
29.64,67.79,1009.99,51.23,440.74
9.7,40.11,1026.61,75.48,473.97
27.37,63.31,1012.89,60.11,439.15
8.62,39.66,1015.18,89.59,482.99
15.92,40.56,1020.79,53.52,470.22
10.07,40.46,1018.65,69.2,470.99
29.79,67.69,1006.86,55.93,428.71
23.23,63.31,1012.52,75.1,441.5
19.77,65.06,1016.22,74.95,448.26
5.75,42.07,1004.24,78.23,485.23
13.94,41.26,1021.67,74.4,467.9
26,70.47,1009.61,74.66,435.05
29.86,69.34,1009.61,61.27,438.5
11.72,40.35,1012.08,83.98,476.41
17.8,43.72,1008.71,78.5,458.92
28.69,67.25,1017.71,44.6,436.21
29.25,72.99,1006.85,61.15,429.12
21.36,58.95,1018.35,78.87,443.93
14.64,39.31,1008.84,79.3,462.72
23.57,61.47,1009.27,84.17,435.82
7.68,39.96,1023.73,87.48,477.84
27.75,66.51,1015.42,39,433.08
19.98,49.15,1021.56,63.89,457.54
32.73,69.88,1007.86,46.95,434.32
12.93,36.71,1013.22,83.44,472.42
14.59,35.71,1015.19,54.13,469.32
14.39,43.56,1012.97,59.17,469.35
26.25,61.02,1011.47,71.22,436.44
30.09,69.48,1009.51,53.24,435.2
10.35,39.82,1013.33,94.78,477.14
14.09,44.84,1023.65,94.29,466.12
25.53,59.57,1010.65,82.04,445.59
16.84,45.01,1016.14,75.74,456.85
6.49,43.65,1020.41,72.78,484.94
22.25,66.54,1004.64,89.15,437.19
19.46,46.33,1013.77,89.62,452.11
23.51,63.78,1016.1,69.79,446.58
26.68,62.91,1012.33,60.78,441.04
21.93,58.96,1014.23,58.58,453.42
9.78,40.03,1017.33,92.11,480.59
30.44,68.84,1010.97,55.34,438.31
8.36,40.22,1011.6,89.18,484.66
26.51,44.57,1007.56,52.23,445.32
12.5,45.51,1015.8,82.82,469.69
21.41,59.43,1010.27,74.54,442.85
31.88,66.44,1009.25,64.06,427.83
8.91,43.52,1022.78,98,478.38
30.76,59.57,1010.66,61.76,439.32
10.25,41.26,1007.44,98.08,476.03
17,49.78,1005.32,100.1,453.77
10.63,37.5,1008.93,98.14,474.81
19.62,68.63,1012.26,68.05,453.84
10.5,39.28,1016.55,91.75,480.92
21.04,45.09,1014.19,40.62,450.92
11.22,43.13,1017.24,80.9,473.93
14.87,54.3,1017.17,71.57,462.87
18.9,57.5,1016.21,93.9,451.42
32.48,62.04,1010.39,38.05,446.48
30.27,64.69,1006.3,53.69,435.67
7.92,36.08,1021.01,81.84,482.98
14.24,41.16,1010.16,87,471
28.53,66.51,1015.9,40.68,436.16
27.65,67.07,1005.65,60.42,439.03
17.78,50.66,1015.09,91.9,456.11
11.6,39.96,1011.65,80.79,473.22
31.11,74.16,1012.2,58.86,435.69
30.82,76.2,1007.47,59.3,432.22
17.1,49.69,1005.53,81.82,457.32
29.53,77.54,1010.39,66.13,432.89
21.87,61.45,1011.13,92.22,445.21
24,75.23,1010.69,72.46,443.78
31.33,76.86,997.85,64.43,431.44
11.49,35.76,1019.08,60.04,472.45
18.8,47.83,1005.86,76.77,453.9
20.34,69.45,1012.76,91.05,442.73
8.01,40.02,1031.33,85.01,477.84
20.26,50.32,1009.81,93.12,448.4
18.61,67.71,1004.07,84.49,443.57
24.14,60.07,1016.56,58.08,440.17
21.31,46.97,1014.08,62.57,455.76
14.66,40.73,1017.45,88.57,459.23
6.04,41.14,1027.92,87.12,481.37
28.82,65.71,1014.24,54.3,449.18
3.74,35.19,1018.58,98.84,490.5
8.52,38.5,1013.16,64.06,482.96
25.17,64.79,1017.87,63.26,442.15
29.03,67.79,1010.67,55.42,444.09
13.09,39.85,1012.86,58.42,475.89
12.32,41.62,1012.88,88.88,464.72
12.15,43.71,1025.78,93.69,472.59
16.61,25.88,1009.34,65.47,460.97
23.39,71.25,1005.22,93.7,435.68
18.5,46.93,1015,66.81,455.63
11.72,40.55,1021.54,85.13,470.8
22.53,58.62,1016.28,72.78,449.02
19.8,58.79,1017.04,87.71,449.66
8.51,40.78,1023.51,89.84,471.11
13.85,48.06,1011.13,75.2,462.39
29.45,68.24,1007.45,32.81,432.53
30.19,66.54,1004.39,61.43,428.37
25.72,72.39,1003.01,86.38,432.77
26.52,77.17,1008.71,92.32,432.48
6.18,41.55,1001.58,98.79,484.87
4.65,35.19,1018.23,94.78,489.36
23.68,49.02,1007.53,86.05,440.68
29.73,67.25,1017.64,37.79,439.06
20.65,41.67,1012.76,45.27,455.5
24.01,60.84,1018.83,63.82,436.32
10.08,37.92,1010.47,66.37,474.63
10.22,41.74,1022.65,83.58,479.01
21.64,50.32,1008.41,86.32,442.52
26.82,66.51,1016.32,55.76,439.48
24.89,66.49,1010.15,65.65,436.39
26.43,51.43,1006.3,71.48,441.01
30.75,71.22,1006.47,48.06,437.96
30.17,74.22,1007.46,49.27,432
18.36,56.65,1020.29,82,456.49
11.83,38.25,1013.36,85.33,473.31
25.52,63.94,1017.81,41.54,440.32
28.38,64.05,1010.19,71.84,439.83
7.32,41.22,1015.42,97.25,484.21
20.76,69.05,1001.89,77.86,442.82
23.79,58.49,1011,75.39,445.87
20.32,44.6,1015.16,36.35,460.21
22.88,63.91,1009.63,87.82,442.5
11.93,38.78,1013.15,96.08,474.57
10.58,42.34,1022.32,94.01,474.91
8.67,40.77,1011.81,89.4,479.23
8.95,38.56,1017.85,64.34,475.43
5.53,40.64,1020.78,97.25,479.88
8.81,44.68,1023.06,93.93,479.24
23.95,60.37,1004.96,79.48,440.9
27.32,76.09,1007.77,74.64,443.13
26.56,56.57,1013.73,63.9,442.74
6.93,41.14,1027.18,84.67,479.06
17.85,45.64,1020.11,82.94,459.59
28.21,70.8,1010.45,77.92,435.99
27.54,74.22,1007.44,75.91,430.72
9.56,41.55,1002.67,70.27,481.24
32.74,68.31,1010.23,41.29,441.66
10.71,39.61,1018.72,73.66,473.77
15.71,44.06,1018.34,71.69,465.05
26.59,69.13,1009.27,73.96,430.11
27.02,71.77,1006.38,72.1,428.1
21.89,74.93,1016.11,77.88,448.47
21.78,51.43,1007.45,88.71,446.56
21.23,50.59,1017.42,69.26,453.95
25.68,46.21,1011.01,57.53,442.98
15.19,41.43,1011.34,89.67,470.41
26.02,68.67,1006.73,75.19,440.12
28.84,60.23,1009.7,59,437.82
30.73,69.89,1015,58.9,426.79
25.42,75.6,1017.39,77.63,438.24
15.51,41.76,1022.81,69.55,463.82
18.4,43.69,1016.59,52.44,462.05
10.91,41.04,1026.57,74.24,469.53
13.53,42.03,1017.52,84.02,466.71
8.83,41.92,1031.8,78.97,483.38
11.52,39.18,1023.43,83.29,474.35
23.34,59.14,1017.47,78.91,439.6
28.65,68.27,1006.96,52.78,432.73
21.73,64.63,1020.84,68.9,450.36
21.04,50.32,1008.41,90.19,446.33
24.39,58.41,1013.65,80.93,445.39
28.78,64.96,999.75,56.43,432.66
12.26,41.5,1014.87,89.41,471.13
6.29,40.78,1024.75,96.37,478.29
25.59,65.46,1014.47,37.89,444.9
21.94,64.69,1007.39,77.58,449.36
8.66,41.01,1022.51,98.55,472.16
30.37,76.09,1006.95,65.93,435.01
23.86,66.54,1005.23,90.89,432.17
25.72,49.82,1016.19,60.1,452.33
14.28,42.74,1028.79,70.67,467.22
15.82,43.34,1014.52,79.07,460.4
10.82,37.5,1009.23,96.62,473.9
17.39,42.44,1013.72,73.79,461.55
26.52,63.94,1018.23,42.41,440.47
33.76,68.51,1011.33,38.35,429.83
29.06,64.96,1000.88,62.07,430.24
24.6,63.78,1017.25,60.33,448.65
17.3,42.24,1017.07,64.52,469.21
27.78,70.8,1009.81,79.57,431.44
18.84,61.27,1019.64,71.95,454.47
27.76,72.99,1007.81,71.66,435.02
22.8,73.17,1011.87,91.57,437.98
14.95,43.52,1022.43,94.75,464.98
9.88,40,1021.4,92.06,481.58
22.51,66.49,1014.59,63.03,453.08
11.2,41.38,1021.65,61.89,476.87
32.37,68.67,1005.45,47.98,430.35
21.26,50.32,1008.41,87.22,446.22
18.93,44.06,1017.58,68.23,454.75
15.78,41.16,1008.43,80.25,464.85
31.11,72.25,1012.34,44.45,434.22
25.93,60.29,1017.62,50.03,444.04
19.61,45.01,1014.84,64.42,461.97
6.3,41.14,1027.45,86.11,481.49
31.24,72.39,999.47,68.17,430.7
23.97,44.57,1007.35,62.71,448.17
10.91,40.1,1014.07,91.45,478.34
6.93,39.81,1017.25,87.29,484.98
25.09,69.68,1012.18,91.33,439.77
30.05,69.34,1008.26,61.5,436.82
21.81,60.27,1015.93,91.38,441.85
12.77,36.71,1013.29,86.4,475.59
23.86,74.93,1016.88,71.44,444.38
22.78,58.59,1012.84,65.55,445.45
25.38,62.96,1019.98,56.88,444.83
13.68,44.47,1027.81,69.53,469.37
29.11,74.78,1009.6,56.93,438.75
12.39,44.58,1016.38,84.95,475.37
31.33,73.03,1014.18,49.28,438.49
25.02,60.77,1016.71,69.85,441.21
25.76,74.87,1010.18,65.15,443.7
26.76,48.41,1010.53,47.38,440.63
25.52,59.15,1013.88,65.37,439.42
18.77,39.54,1009.39,63.35,458.58
23.07,50.05,1006.9,86.98,442.97
13.85,41.39,1018.62,75.55,471.45
14.83,53.82,1016.57,63.47,464
32.84,74.67,1015.89,31.81,430.88
13.79,45.08,1025.02,84.36,469.55
14.16,44.58,1020.75,77.42,473.22
22.7,64.05,1012.65,89.69,448.76
12.52,42.34,1018.67,95.29,464.71
29.29,57.19,1008.3,60.11,435.69
11.41,41.54,1019.94,66.49,477.89
14.54,39.39,1013.87,76.39,470.23
30.13,71.98,1004.95,63.62,431
25.06,52.36,1014.7,67.98,454.13
19.2,54.2,1011.46,84.44,450.75
31.24,68.3,1015.89,42.84,435.2
11.44,40.55,1023.37,88.43,477.68
16.62,54.3,1017.99,63.76,459.59
32.51,71.22,1005.62,47.6,433.76
19.09,43.14,1012.34,45.75,463.3
17.17,44.68,1018.72,83.58,462.53
8.57,41.17,1020.18,72.47,484.2
12.33,39.28,1011.84,80.01,476.49
28.86,49.3,1003.93,52.85,435.75
22.83,65.18,1012.24,79.74,442.43
21.19,52.3,1008.24,79.19,447.06
5.67,45.87,1008.91,93.29,478.44
20.13,43.43,1009.75,66.16,453.47
23.78,60.27,1018.02,78.06,441.56
18,44.06,1016.8,78.88,454.59
21.47,57.19,1006.45,75.8,448.31
8.44,41.17,1019.9,70.72,486.15
8.57,40.69,1020.87,84.15,485.18
12.14,48.04,1011.8,100.13,465.08
22.95,70.98,1005.36,93.76,438.83
27.09,73.5,1011.34,76.06,434.31
13.78,45.51,1015.56,69.92,468.17
27.44,59.74,1010.99,56.42,452
18.16,39.99,1008.13,68.5,461.16
32.19,69.13,1000.45,48.22,425.21
20.15,58.59,1014.13,91.96,443.85
24.6,57.85,1012.92,69.56,447.09
14.01,42.99,1007.12,69.69,469.23
10.8,39.28,1010.7,82.62,478.8
25.56,50.05,1005.67,69.29,442.49
22.99,68.67,1006.65,77.62,446.67
6.65,40.77,1021.79,88.84,482.9
28.88,63.76,1010.16,56.34,435.54
18.31,42.23,1012.88,79.32,464.45
10.01,43.7,1015.73,91.97,479.24
10.8,41.62,1012.84,93.84,462.84
17.55,43.14,1018.86,76,461.58
16.37,52.9,1015.14,73.11,461.15
9.53,38.38,1020.49,80.08,478.03
25.21,75.6,1017.19,69.84,445.84
13.36,39.64,1010.3,93.26,471.89
28.81,69.23,1013.14,39.18,433.74
14.05,40.69,1015.66,74.39,470.9
29.17,67.45,1014.1,46.85,435.08
13.65,44.6,1017.99,87.04,466.06
3.95,38.44,1016.75,79.65,492.46
13.52,39.39,1012.91,84.03,474.82
23.96,47.43,1008.38,63.55,446.86
20.56,60.08,1017.79,78.08,452.8
21.55,60.27,1017.42,92.59,443.93
25.14,60.37,1006.63,77.17,438.39
25.42,59.04,1011.98,68.78,444.51
28.31,50.05,1005.75,50.17,436.75
9.64,40.56,1022.51,78.62,483.39
29.44,64.33,1011.4,61.78,442.32
33.83,67.9,1005.94,29.86,428.12
9.08,36.71,1025.07,81.32,479.02
7.69,38.06,1020.72,83.47,483.54
28.02,71.77,1006.5,72.41,428.58
20.6,45.38,1014.93,75.78,460.24
8.99,39.04,1021.99,75.98,483.35
28.84,75.6,1018.41,53.96,442.69
18.09,43.72,1008.64,74.15,453.02
22.2,59.21,1017.87,73.34,445.29
5.25,40.07,1019.48,67.7,495.23
14.45,52.75,1023.97,63.59,459.85
26.28,73.06,1008.06,90.7,437.01
27.34,71.64,1008.12,72.22,438.76
28.44,69.84,1003.25,68.24,426.69
28.85,57.19,1008.2,58.4,436.8
25.16,43.21,1011.73,88.69,442.29
8.27,38.56,1016.47,66.6,485.31
24.49,60.27,1018.96,72.62,440.87
18.4,50.16,1011.51,98.07,453.78
20.38,66.54,1013.95,77.8,448.93
17.1,48.98,1016.48,85.63,454.43
13.78,41.16,1021.65,75.77,460.44
29.51,76.09,1007.39,71.5,432.45
31.82,73.68,1014.8,40.58,433.32
15.11,43.67,1012.06,91.75,467.82
25.23,58.82,1010.9,70.47,442.64
22.48,50.32,1008.47,83.58,444.5
25.52,69.75,1010.36,90.06,435.12
24.85,67.9,1005.9,64.55,445.18
32.45,68.3,1015.26,44.12,431.79
26.99,72.99,1008,76.1,430.81
23.74,49.5,1013.2,49.51,463.4
28.94,68.67,1005.39,75.24,434.65
18.98,60.1,1010.09,85.34,453.37
6.41,40.81,1026.57,93.51,484.49
6.13,40.64,1020.69,94.57,481.13
21.95,68.63,1012.8,61.55,448.9
